timestamp,idFrame,name,module,parent_module,parent_parent_module
1.2380031704,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.238003228,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380032856,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380033432,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380034008,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380034584,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.238003516,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380035736,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380036312,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380036888,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380037464,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.238003804,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380048776,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380049352,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380049928,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380050504,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.238005108,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380051656,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380052232,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380052808,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380053384,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.238005396,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380054536,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380055112,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380065848,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380066424,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380067,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380067576,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380068152,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380068728,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380069304,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.238006988,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380070456,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380071032,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2380071608,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2385031704,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.238503228,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2385032856,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2385033432,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2385034008,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2385034584,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.238503516,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.238506112,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2385061696,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2385062272,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2385062848,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2385063424,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2385064,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2385064576,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2385065152,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2385065728,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2385066304,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.238506688,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2385067456,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2385068032,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2390012032,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2390012608,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2390013184,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.239001376,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2390014336,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2390014912,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2390015488,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2390016064,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.239001664,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2390017216,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2390017792,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
1.2390048776,1,PingPongPacket,ip2nic,cellularNic,gNodeB1
